CGKG_ID	Uniprot_ID	GEM_ID	InterPro	KEGG_ID	CGL_RS_ID	NCgl_ID	Cgl_ID	cg_ID	CoryneRegNet_ID	Gene_Name	Gene_Type	EC_Number	Genome_Info
CGKG_G01705	Q8NPV5			Cgl1706	CGL_RS08545	NCgl1638	Cgl1706	cg1921			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014555.1', 'Product': 'hypothetical protein', 'Start': '1804628', 'End': '1804868', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600915.1', 'Product': 'hypothetical protein', 'Start': '1804628', 'End': '1804868', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99099.1', 'Product': 'Hypothetical protein', 'Start': '1804628', 'End': '1804868', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20088.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1806100', 'End': '1806340', 'Strand': '+'}]"
CGKG_G01706	Q8NPV4			Cgl1707	CGL_RS08550	NCgl1639	Cgl1707	cg1922			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014556.1', 'Product': 'hypothetical protein', 'Start': '1804987', 'End': '1805602', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600916.1', 'Product': 'hypothetical protein', 'Start': '1804987', 'End': '1805602', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99100.1', 'Product': 'Hypothetical protein', 'Start': '1804918', 'End': '1805602', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20089.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1806459', 'End': '1807074', 'Strand': '+'}]"
CGKG_G01707	Q8NPV3			Cgl1708	CGL_RS08555	NCgl1640	Cgl1708	cg1923			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014557.1', 'Product': 'hypothetical protein', 'Start': '1805774', 'End': '1806689', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600917.1', 'Product': 'hypothetical protein', 'Start': '1805774', 'End': '1806689', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99101.1', 'Product': 'Hypothetical protein', 'Start': '1805726', 'End': '1806689', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20090.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1807246', 'End': '1808161', 'Strand': '+'}]"
CGKG_G01708					CGL_RS15825			cg1924			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_257151957.1', 'Product': 'hypothetical protein', 'Start': '1806773', 'End': '1806902', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20091.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1808218', 'End': '1808374', 'Strand': '+'}]"
CGKG_G01709	Q8NPV2			Cgl1709	CGL_RS08560	NCgl1641	Cgl1709	cg1925			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014558.1', 'Product': 'hypothetical protein', 'Start': '1806940', 'End': '1807399', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600919.1', 'Product': 'hypothetical protein', 'Start': '1806940', 'End': '1807399', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99102.1', 'Product': 'Hypothetical protein', 'Start': '1806916', 'End': '1807399', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20092.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1808661', 'End': '1808871', 'Strand': '+'}]"
CGKG_G01710	Q8NPV1			Cgl1710	CGL_RS08565	NCgl1642	Cgl1710	cg1926			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014559.1', 'Product': 'hypothetical protein', 'Start': '1807546', 'End': '1808116', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600920.1', 'Product': 'hypothetical protein', 'Start': '1807546', 'End': '1808116', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99103.1', 'Product': 'Hypothetical protein', 'Start': '1807432', 'End': '1808116', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20093.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1808904', 'End': '1809588', 'Strand': '+'}]"
CGKG_G01711	Q8NPV0			Cgl1711	CGL_RS08570	NCgl1643	Cgl1711	cg1927			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014560.1', 'Product': 'hypothetical protein', 'Start': '1808136', 'End': '1808424', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600921.1', 'Product': 'hypothetical protein', 'Start': '1808136', 'End': '1808424', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99104.1', 'Product': 'Hypothetical protein', 'Start': '1808136', 'End': '1808424', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20094.1', 'Product': 'putative molecular chaperone', 'Start': '1809608', 'End': '1809896', 'Strand': '+'}]"
CGKG_G01712	Q8NPU9			Cgl1712	CGL_RS08575	NCgl1644	Cgl1712	cg1928			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014561.1', 'Product': 'hypothetical protein', 'Start': '1808499', 'End': '1808835', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600922.1', 'Product': 'hypothetical protein', 'Start': '1808499', 'End': '1808835', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99105.1', 'Product': 'Hypothetical protein', 'Start': '1808457', 'End': '1808835', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20095.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1809971', 'End': '1810307', 'Strand': '+'}]"
CGKG_G01713	Q8NPU8		IPR006118#IPR006119#IPR006120#IPR009057	Cgl1713	CGL_RS08580	NCgl1645	Cgl1713	cg1929		res	Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014562.1', 'Product': 'recombinase family protein', 'Start': '1809760', 'End': '1810375', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600923.2', 'Product': 'site-specific recombinase', 'Start': '1809760', 'End': '1810375', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99106.1', 'Product': 'Site-specific recombinases, DNA invertase Pin homologs', 'Start': '1809760', 'End': '1810375', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20096.1', 'Product': 'RESOLVASE FAMILY RECOMBINASE', 'Start': '1811232', 'End': '1811847', 'Strand': '+'}]"
CGKG_G01714	Q8NPU7	Cgl1714	IPR001254#IPR009003	Cgl1714	CGL_RS08585	NCgl1646	Cgl1714	cg1930			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011265796.1', 'Product': 'trypsin-like serine protease', 'Start': '1810552', 'End': '1811548', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600924.1', 'Product': 'hypothetical protein', 'Start': '1810636', 'End': '1811548', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99107.1', 'Product': 'Hypothetical protein', 'Start': '1810540', 'End': '1811548', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20097.1', 'Product': 'putative secreted hydrolase', 'Start': '1812024', 'End': '1813020', 'Strand': '+'}]"
CGKG_G01715	Q8NPU6			Cgl1715	CGL_RS08590	NCgl1647	Cgl1715	cg1931			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014564.1', 'Product': 'hypothetical protein', 'Start': '1811563', 'End': '1811941', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600925.1', 'Product': 'hypothetical protein', 'Start': '1811563', 'End': '1811941', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99108.1', 'Product': 'Hypothetical protein', 'Start': '1811563', 'End': '1811941', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20098.1', 'Product': 'putative secreted protein', 'Start': '1813035', 'End': '1813413', 'Strand': '+'}]"
CGKG_G01716	Q8NPU5		IPR000340#IPR000387#IPR016130#IPR020422#IPR024950#IPR029021	Cgl1716	CGL_RS08595	NCgl1648	Cgl1716	cg1932		ppp2	Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014565.1', 'Product': 'dual specificity protein phosphatase family protein', 'Start': '1812214', 'End': '1812694', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600926.1', 'Product': 'predicted protein-tyrosine phosphatase', 'Start': '1812214', 'End': '1812694', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99109.1', 'Product': 'Predicted protein-tyrosine phosphatase', 'Start': '1812214', 'End': '1812694', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20099.1', 'Product': 'probable protein phosphatase', 'Start': '1813686', 'End': '1814166', 'Strand': '+'}]"
CGKG_G01717	Q8NPU4			Cgl1717	CGL_RS08600	NCgl1649	Cgl1717	cg1934			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014566.1', 'Product': 'hypothetical protein', 'Start': '1812880', 'End': '1813609', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600927.1', 'Product': 'hypothetical protein', 'Start': '1812880', 'End': '1813609', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99110.1', 'Product': 'Hypothetical protein', 'Start': '1812880', 'End': '1813609', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20100.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1814352', 'End': '1815081', 'Strand': '+'}]"
CGKG_G01718	Q8NPU3		IPR000524#IPR008920#IPR011711#IPR011991	Cgl1718	CGL_RS08605	NCgl1650	Cgl1718	cg1935			TF		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014567.1', 'Product': 'FadR/GntR family transcriptional regulator', 'Start': '1813779', 'End': '1814520', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600928.1', 'Product': 'transcriptional regulator', 'Start': '1813779', 'End': '1814520', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99111.1', 'Product': 'Transcriptional regulators', 'Start': '1813779', 'End': '1814520', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20101.1', 'Product': 'Bacterial regulatory protein, GntR family', 'Start': '1815251', 'End': '1815992', 'Strand': '+'}]"
CGKG_G01719	Q8NPU2			Cgl1719	CGL_RS08610	NCgl1651	Cgl1719	cg1936			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014568.1', 'Product': 'hypothetical protein', 'Start': '1814886', 'End': '1815654', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600929.1', 'Product': 'hypothetical protein', 'Start': '1814886', 'End': '1815654', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99112.1', 'Product': 'Hypothetical protein', 'Start': '1814862', 'End': '1815654', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20102.1', 'Product': 'putative secreted protein', 'Start': '1816358', 'End': '1817126', 'Strand': '+'}]"
CGKG_G01720	Q8NPU1			Cgl1720	CGL_RS08615	NCgl1652	Cgl1720	cg1937			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014569.1', 'Product': 'hypothetical protein', 'Start': '1815672', 'End': '1816131', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600930.1', 'Product': 'hypothetical protein', 'Start': '1815672', 'End': '1816131', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99113.1', 'Product': 'Hypothetical protein', 'Start': '1815672', 'End': '1816131', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20103.1', 'Product': 'putative secreted protein', 'Start': '1817144', 'End': '1817603', 'Strand': '+'}]"
CGKG_G01721	Q8NPU0			Cgl1721	CGL_RS08620	NCgl1653	Cgl1721	cg1938			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014570.1', 'Product': 'hypothetical protein', 'Start': '1816450', 'End': '1816639', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600931.1', 'Product': 'hypothetical protein', 'Start': '1816450', 'End': '1816639', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99114.1', 'Product': 'Hypothetical protein', 'Start': '1816450', 'End': '1816639', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20104.1', 'Product': 'hypothetical protein predicted by Glimmer', 'Start': '1817922', 'End': '1818111', 'Strand': '+'}]"
CGKG_G01722	Q8NPT9			Cgl1722	CGL_RS08625	NCgl1654	Cgl1722	cg1940			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_227747663.1', 'Product': 'hypothetical protein', 'Start': '1817182', 'End': '1817806', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600932.1', 'Product': 'hypothetical protein', 'Start': '1817131', 'End': '1817806', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99115.1', 'Product': 'Hypothetical protein', 'Start': '1817131', 'End': '1817806', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20105.1', 'Product': 'putative secreted protein', 'Start': '1818603', 'End': '1819278', 'Strand': '+'}]"
CGKG_G01723	Q8NPT8			Cgl1723	CGL_RS08630	NCgl1655	Cgl1723	cg1941			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011265797.1', 'Product': 'hypothetical protein', 'Start': '1817802', 'End': '1818222', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600933.1', 'Product': 'hypothetical protein', 'Start': '1817820', 'End': '1818222', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99116.1', 'Product': 'Hypothetical protein', 'Start': '1817802', 'End': '1818222', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20106.1', 'Product': 'putative secreted protein', 'Start': '1819274', 'End': '1819694', 'Strand': '+'}]"
CGKG_G01724	Q8NPT7			Cgl1724	CGL_RS15535	NCgl1656	Cgl1724	cg1942			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011265798.1', 'Product': 'hypothetical protein', 'Start': '1818471', 'End': '1818777', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_694652.1', 'Product': 'hypothetical protein', 'Start': '1818459', 'End': '1818777', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99117.1', 'Product': 'Hypothetical protein', 'Start': '1818459', 'End': '1818777', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20107.1', 'Product': 'putative secreted protein', 'Start': '1819943', 'End': '1820249', 'Strand': '+'}]"
CGKG_G01725	Q8NPT6			Cgl1725	CGL_RS08640	NCgl1657	Cgl1725	cg1943			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011265799.1', 'Product': 'hypothetical protein', 'Start': '1818797', 'End': '1819169', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600934.1', 'Product': 'hypothetical protein', 'Start': '1818881', 'End': '1819169', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99118.1', 'Product': 'Hypothetical protein', 'Start': '1818797', 'End': '1819169', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20108.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1820269', 'End': '1820641', 'Strand': '+'}]"
CGKG_G01726	Q8NPT5			Cgl1726	CGL_RS08645		Cgl1726	cg1944			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011265800.1', 'Product': 'hypothetical protein', 'Start': '1819744', 'End': '1819954', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99119.1', 'Product': 'Hypothetical protein', 'Start': '1819744', 'End': '1819954', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20109.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1821216', 'End': '1821426', 'Strand': '-'}]"
CGKG_G01727	Q8NPT4		IPR011646#IPR027417	Cgl1727	CGL_RS08650	NCgl1658	Cgl1727	cg1945			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_208400643.1', 'Product': 'KAP family P-loop domain protein', 'Start': '1820177', 'End': '1822382', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600935.1', 'Product': 'hypothetical protein', 'Start': '1820177', 'End': '1822391', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99120.1', 'Product': 'Hypothetical protein', 'Start': '1820177', 'End': '1822382', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20110.1', 'Product': 'conserved hypothetical protein', 'Start': '1821649', 'End': '1823863', 'Strand': '-'}]"
CGKG_G01728	Q8NPT3			Cgl1728	CGL_RS08655	NCgl1659	Cgl1728	cg1946			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014576.1', 'Product': 'hypothetical protein', 'Start': '1822627', 'End': '1824325', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600936.1', 'Product': 'hypothetical protein', 'Start': '1822627', 'End': '1824325', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99121.1', 'Product': 'Hypothetical protein', 'Start': '1822576', 'End': '1824325', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20111.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1824048', 'End': '1825797', 'Strand': '+'}]"
CGKG_G01729	Q8NPT2			Cgl1729	CGL_RS08660	NCgl1660	Cgl1729	cg1947			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014577.1', 'Product': 'hypothetical protein', 'Start': '1824370', 'End': '1824592', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600937.1', 'Product': 'hypothetical protein', 'Start': '1824370', 'End': '1824592', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99122.1', 'Product': 'Hypothetical protein', 'Start': '1824370', 'End': '1824592', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20112.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1825842', 'End': '1826064', 'Strand': '+'}]"
CGKG_G01730	Q8NPT0			Cgl1731	CGL_RS08665	NCgl1661	Cgl1731	cg1949			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014578.1', 'Product': 'hypothetical protein', 'Start': '1825174', 'End': '1825606', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600938.1', 'Product': 'hypothetical protein', 'Start': '1825174', 'End': '1825606', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99124.1', 'Product': 'Hypothetical protein', 'Start': '1825174', 'End': '1825606', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20114.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1826646', 'End': '1827078', 'Strand': '-'}]"
CGKG_G01731	Q8NPS9		IPR001584#IPR012337#IPR025948	Cgl1733	CGL_RS08670	NCgl1662	Cgl1733	cg1950		tnp14b(ISCg14a)	Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_101677571.1', 'Product': 'IS3 family transposase', 'Start': 'join{1826654', 'End': '1826937', 'Strand': '-, 1825747'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600939.1', 'Product': 'putative transposase', 'Start': '1825747', 'End': '1826644', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99125.1', 'Product': 'Putative transposase', 'Start': '1825747', 'End': '1826644', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20115.1', 'Product': 'transposase', 'Start': '1827219', 'End': '1828116', 'Strand': '-'}]"
CGKG_G01732	Q8NPS5			Cgl1736	CGL_RS08680	NCgl1666	Cgl1736	cg1955			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014583.1', 'Product': 'hypothetical protein', 'Start': '1830764', 'End': '1832066', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600942.1', 'Product': 'hypothetical protein', 'Start': '1830764', 'End': '1832066', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99129.1', 'Product': 'Hypothetical protein', 'Start': '1830764', 'End': '1832066', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20118.1', 'Product': 'putative secreted protein', 'Start': '1832236', 'End': '1833538', 'Strand': '+'}]"
CGKG_G01733	Q8NPS4		IPR001667	Cgl1737	CGL_RS08685	NCgl1667	Cgl1737	cg1956		recJ	Enzyme	3.1.-.-	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014584.1', 'Product': 'DHH family phosphoesterase', 'Start': '1832184', 'End': '1834047', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600943.1', 'Product': 'single-stranded DNA-specific exonuclease', 'Start': '1832184', 'End': '1834047', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99130.1', 'Product': 'Single-stranded DNA-specific exonuclease', 'Start': '1832166', 'End': '1834047', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20119.1', 'Product': 'SINGLE-STRANDED-DNA-SPECIFIC EXONUCLEASE', 'Start': '1833656', 'End': '1835519', 'Strand': '+'}]"
CGKG_G01734	Q8NPS3			Cgl1738	CGL_RS08690	NCgl1668	Cgl1738	cg1957			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014585.1', 'Product': 'hypothetical protein', 'Start': '1834145', 'End': '1834928', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600944.1', 'Product': 'hypothetical protein', 'Start': '1834145', 'End': '1834928', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99131.1', 'Product': 'Hypothetical protein', 'Start': '1834145', 'End': '1834928', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20120.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1835617', 'End': '1836400', 'Strand': '-'}]"
